id,embedding,project_text,Added count,Adjusted Function Points,Application Group,Application Type,Development Methodologies,Development Platform,Development Techniques,Development Type,Enquiry count,File count,Functional Size,ISBSG Project ID,Industry Sector,Input count,Interface count,Max Team Size,Normalised Work Effort,Organisation Type,Output count,Primary Programming Language,Project Activity Scope,Sprints / iterations,Year of Project
5425,"[-0.02927397  0.04991566 -0.00934889 ... -0.0183683   0.00375809
 -0.00773857]","A Communication industry project was developed by a Telecommunications organization. The project falls under the 'Business Application' category, specifically as a 'Insurance' application. It was an Enhancement project, developed on a PC platform using PL/SQL as the primary programming language.

The functional size of the project was 93.55 function points, with an adjusted function size of 93.55 function points. The normalized work effort for the project was 3069.0 person-hours.

The scope of activities included Design, Build, Test, Implement. The maximum team size reached 14 members. The project followed the Waterfall methodology, utilizing development techniques such as Business Area Modelling, Prototyping, Data Modelling, Object Oriented.

The project was completed in 1 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,93.55,Business Application,Insurance;,Waterfall;,PC,Business Area Modelling;Prototyping;Data Modelling;Object Oriented;,Enhancement,33.08888888888889,45.48888888888889,93.55,39057,Communication,75.64444444444445,5.933333333333334,13.957282568122436,3069.0,Telecommunications;,65.4,PL/SQL,Design;Build;Test;Implement;,1.0,2020
321,"[-0.02766869  0.0632051  -0.00731632 ... -0.020196    0.00415812
 -0.01853358]","A Insurance industry project was developed by a Insurance organization. The project falls under the 'Business Application' category, specifically as a 'Unknown' application. It was an Enhancement project, developed on a PC platform using Java as the primary programming language.

The functional size of the project was 53.0 function points, with an adjusted function size of 53.0 function points. The normalized work effort for the project was 302.0 person-hours.

The scope of activities included Design, Build, Test, Implement. The maximum team size reached 14 members. The project followed the Waterfall (incl Linear Processing & SSADM) methodology, utilizing development techniques such as Business Area Modelling, Data Modelling, Object Oriented, Prototyping.

The project was completed in 1 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,53.0,Business Application,Unknown;,Waterfall (incl Linear Processing & SSADM);,PC,Business Area Modelling;Data Modelling;Object Oriented;Prototyping;,Enhancement,33.08888888888889,45.48888888888889,53.0,11713,Insurance,75.64444444444445,5.933333333333334,13.957282568122436,302.0,Insurance;,65.4,Java,Design;Build;Test;Implement;,1.0,2013
2618,"[-0.03457621  0.05670768 -0.01161229 ... -0.02186239  0.00128652
 -0.01217567]","A Insurance industry project was developed by a Insurance organization. The project falls under the 'Business Application' category, specifically as a 'Customer relationship management' application. It was an Enhancement project, developed on a PC platform using Mixed as the primary programming language.

The functional size of the project was 66.0 function points, with an adjusted function size of 448.84973554361267 function points. The normalized work effort for the project was 87.0 person-hours.

The scope of activities included Specification, Design, Build, Test, Implement, Proj Management. The maximum team size reached 14 members. The project followed the Waterfall (incl Linear Processing & SSADM) methodology, utilizing development techniques such as Business Area Modelling, Prototyping, Data Modelling, Object Oriented.

The project was completed in 1 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,448.84973554361267,Business Application,Customer relationship management;,Waterfall (incl Linear Processing & SSADM);,PC,Business Area Modelling;Prototyping;Data Modelling;Object Oriented;,Enhancement,33.08888888888889,45.48888888888889,66.0,23171,Insurance,75.64444444444445,5.933333333333334,13.957282568122436,87.0,Insurance;,65.4,Mixed,Specification;Design;Build;Test;Implement;Proj Management;,1.0,2016
2569,"[-0.02395598  0.06259305 -0.00756374 ... -0.0164749  -0.00597659
 -0.00622459]","A Communication industry project was developed by a Telecommunications organization. The project falls under the 'Business Application' category, specifically as a 'Integration' application. It was an Enhancement project, developed on a PC platform using API Connect as the primary programming language.

The functional size of the project was 225.0 function points, with an adjusted function size of 225.0 function points. The normalized work effort for the project was 2761.0 person-hours.

The scope of activities included Design, Build, Test, Implement. The maximum team size reached 14 members. The project followed the Waterfall methodology, utilizing development techniques such as Business Area Modelling, Prototyping, Data Modelling, Object Oriented.

The project was completed in 1 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,225.0,Business Application,Integration;,Waterfall;,PC,Business Area Modelling;Prototyping;Data Modelling;Object Oriented;,Enhancement,33.08888888888889,45.48888888888889,225.0,22993,Communication,75.64444444444445,5.933333333333334,13.957282568122436,2761.0,Telecommunications;,65.4,API Connect,Design;Build;Test;Implement;,1.0,2020
3574,"[-0.02909326  0.0616672  -0.00772482 ... -0.02071992  0.00378853
 -0.0183721 ]","A Insurance industry project was developed by a Insurance organization. The project falls under the 'Business Application' category, specifically as a 'Unknown' application. It was an Enhancement project, developed on a PC platform using Java as the primary programming language.

The functional size of the project was 198.0 function points, with an adjusted function size of 198.0 function points. The normalized work effort for the project was 2926.0 person-hours.

The scope of activities included Design, Build, Test, Implement. The maximum team size reached 14 members. The project followed the Waterfall (incl Linear Processing & SSADM) methodology, utilizing development techniques such as Business Area Modelling, Data Modelling, Object Oriented, Prototyping.

The project was completed in 1 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,198.0,Business Application,Unknown;,Waterfall (incl Linear Processing & SSADM);,PC,Business Area Modelling;Data Modelling;Object Oriented;Prototyping;,Enhancement,33.08888888888889,45.48888888888889,198.0,27829,Insurance,75.64444444444445,5.933333333333334,13.957282568122436,2926.0,Insurance;,65.4,Java,Design;Build;Test;Implement;,1.0,2012
5345,"[-0.02818475  0.04955493 -0.01072434 ... -0.01399032 -0.00447502
  0.00221788]","A Telecom industry project was developed by a Telecommunications organization. The project falls under the 'Business Application' category, specifically as a 'HR Management' application. It was an Enhancement project, developed on a PC platform using ABAP as the primary programming language.

The functional size of the project was 155.0 function points, with an adjusted function size of 155.0 function points. The normalized work effort for the project was 1942.0 person-hours.

The scope of activities included Design, Build, Test, Implement. The maximum team size reached 14 members. The project followed the Waterfall methodology, utilizing development techniques such as Business Area Modelling, Prototyping, Data Modelling, Object Oriented.

The project was completed in 1 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,155.0,Business Application,HR Management;,Waterfall;,PC,Business Area Modelling;Prototyping;Data Modelling;Object Oriented;,Enhancement,33.08888888888889,45.48888888888889,155.0,38526,Telecom,75.64444444444445,5.933333333333334,13.957282568122436,1942.0,Telecommunications;,65.4,ABAP,Design;Build;Test;Implement;,1.0,2022
2722,"[-0.0280217   0.05541033 -0.01060393 ... -0.01561018 -0.00478968
 -0.00868806]","A Communication industry project was developed by a Telecommunications organization. The project falls under the 'Business Application' category, specifically as a 'Workflow support & Management' application. It was an Enhancement project, developed on a PC platform using Unknown as the primary programming language.

The functional size of the project was 316.0 function points, with an adjusted function size of 448.84973554361267 function points. The normalized work effort for the project was 3780.45904770735 person-hours.

The scope of activities included Design, Build, Test, Implement. The maximum team size reached 14 members. The project followed the Waterfall (incl Linear Processing & SSADM) methodology, utilizing development techniques such as Business Area Modelling, Prototyping, Data Modelling, Object Oriented.

The project was completed in 1 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,448.84973554361267,Business Application,Workflow support & Management;,Waterfall (incl Linear Processing & SSADM);,PC,Business Area Modelling;Prototyping;Data Modelling;Object Oriented;,Enhancement,33.08888888888889,45.48888888888889,316.0,23663,Communication,75.64444444444445,5.933333333333334,13.957282568122436,3780.45904770735,Telecommunications;,65.4,Unknown,Design;Build;Test;Implement;,1.0,2018
6515,"[-0.03141407  0.04425171 -0.01066486 ... -0.01763102 -0.00396408
  0.00330685]","A Communication industry project was developed by a Telecommunications organization. The project falls under the 'Business Application' category, specifically as a 'Customer relationship management' application. It was an Enhancement project, developed on a PC platform using PHP as the primary programming language.

The functional size of the project was 33.0 function points, with an adjusted function size of 33.0 function points. The normalized work effort for the project was 185.0 person-hours.

The scope of activities included Plan, Specify, Design, Build, Test, Implement. The maximum team size reached 14 members. The project followed the Agile Development methodology, utilizing development techniques such as Business Area Modelling, Prototyping, Data Modelling, Object Oriented.

The project was completed in 6 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,33.0,Business Application,Customer relationship management;,Agile Development;,PC,Business Area Modelling;Prototyping;Data Modelling;Object Oriented;,Enhancement,33.08888888888889,45.48888888888889,33.0,50514,Communication,75.64444444444445,5.933333333333334,13.957282568122436,185.0,Telecommunications;,65.4,PHP,Plan;Specify;Design;Build;Test;Implement;,6.685359589041096,2016
50,"[-0.02025929  0.05335165 -0.01004008 ... -0.01099278 -0.00756874
 -0.00601753]","A Communication industry project was developed by a Telecommunications organization. The project falls under the 'Business Application' category, specifically as a 'Workflow support & management' application. It was an Enhancement project, developed on a Multi platform using Java as the primary programming language.

The functional size of the project was 139.0 function points, with an adjusted function size of 139.0 function points. The normalized work effort for the project was 2010.0 person-hours.

The scope of activities included Design, Build, Test, Implement. The maximum team size reached 14 members. The project followed the Waterfall (incl Linear Processing & SSADM) methodology, utilizing development techniques such as Business Area Modelling, Data Modelling, Object Oriented, Prototyping.

The project was completed in 1 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,139.0,Business Application,Workflow support & management;,Waterfall (incl Linear Processing & SSADM);,Multi,Business Area Modelling;Data Modelling;Object Oriented;Prototyping;,Enhancement,33.08888888888889,45.48888888888889,139.0,10268,Communication,75.64444444444445,5.933333333333334,13.957282568122436,2010.0,Telecommunications;,65.4,Java,Design;Build;Test;Implement;,1.0,2015
3295,"[-0.02718705  0.06559468 -0.00389377 ... -0.01497979 -0.00549612
 -0.00978538]","A Medical & Health Care industry project was developed by a Medical and Health Care organization. The project falls under the 'Business Application' category, specifically as a 'not recorded' application. It was an Enhancement project, developed on a PC platform using Java as the primary programming language.

The functional size of the project was 10.0 function points, with an adjusted function size of 10.0 function points. The normalized work effort for the project was 7824.0 person-hours.

The scope of activities included Planning, Specification, Design, Build, Test, Implement, Proj Management. The maximum team size reached 41 members. The project followed the Agile Development methodology, utilizing development techniques such as Business Area Modelling, Prototyping, Data Modelling, Object Oriented.

The project was completed in 6 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,10.0,Business Application,not recorded;,Agile Development;,PC,Business Area Modelling;Prototyping;Data Modelling;Object Oriented;,Enhancement,33.08888888888889,45.48888888888889,10.0,26453,Medical & Health Care,75.64444444444445,5.933333333333334,41.0,7824.0,Medical and Health Care;,65.4,Java,Planning;Specification;Design;Build;Test;Implement;Proj Management;,6.685359589041096,2012
378,"[-0.03226075  0.05445034 -0.00875036 ... -0.01608085  0.0067774
 -0.01528836]","A Insurance industry project was developed by a Insurance organization. The project falls under the 'Business Application' category, specifically as a 'Electronic Data Interchange' application. It was an New Development project, developed on a PC platform using Java as the primary programming language.

The functional size of the project was 1897.0 function points, with an adjusted function size of 1897.0 function points. The normalized work effort for the project was 49921.0 person-hours.

The scope of activities included Planning, Specification, Design, Build, Test, Implement. The maximum team size reached 38 members. The project followed the Agile Development methodology, utilizing development techniques such as Business Area Modelling, Prototyping, Data Modelling, Object Oriented.

The project was completed in 6 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,1897.0,Business Application,Electronic Data Interchange;,Agile Development;,PC,Business Area Modelling;Prototyping;Data Modelling;Object Oriented;,New Development,33.08888888888889,45.48888888888889,1897.0,11990,Insurance,75.64444444444445,5.933333333333334,38.0,49921.0,Insurance;,65.4,Java,Planning;Specification;Design;Build;Test;Implement;,6.685359589041096,2015
1559,"[-0.02829281  0.06324276 -0.0069182  ... -0.01951453  0.00264327
 -0.01446458]","A Insurance industry project was developed by a Insurance organization. The project falls under the 'Business Application' category, specifically as a 'Financial transaction process/accounting;Customer billing' application. It was an Enhancement project, developed on a PC platform using Java as the primary programming language.

The functional size of the project was 135.0 function points, with an adjusted function size of 448.84973554361267 function points. The normalized work effort for the project was 3780.45904770735 person-hours.

The scope of activities included Design, Build, Test, Proj Management. The maximum team size reached 14 members. The project followed the Agile Development methodology, utilizing development techniques such as Business Area Modelling, Prototyping, Data Modelling, Object Oriented.

The project was completed in 6 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,448.84973554361267,Business Application,Financial transaction process/accounting;Customer billing;,Agile Development;,PC,Business Area Modelling;Prototyping;Data Modelling;Object Oriented;,Enhancement,33.08888888888889,45.48888888888889,135.0,18108,Insurance,75.64444444444445,5.933333333333334,13.957282568122436,3780.45904770735,Insurance;,65.4,Java,Design;Build;Test;Proj Management;,6.685359589041096,2017
101,"[-0.01389854  0.05254565 -0.00652313 ... -0.02466662 -0.00013688
  0.00470797]","A Manufacturing industry project was developed by a Manufacturing organization. The project falls under the 'Business Application' category, specifically as a 'Stock factory management' application. It was an Enhancement project, developed on a MR platform using ABAP as the primary programming language.

The functional size of the project was 549.0 function points, with an adjusted function size of 549.0 function points. The normalized work effort for the project was 7930.0 person-hours.

The scope of activities included Specification, Design, Build, Test, Implement. The maximum team size reached 14 members. The project followed the Agile Development methodology, utilizing development techniques such as Business Area Modelling, Prototyping, Data Modelling, Object Oriented.

The project was completed in 6 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,549.0,Business Application,Stock factory management;,Agile Development;,MR,Business Area Modelling;Prototyping;Data Modelling;Object Oriented;,Enhancement,33.08888888888889,45.48888888888889,549.0,10560,Manufacturing,75.64444444444445,5.933333333333334,13.957282568122436,7930.0,Manufacturing;,65.4,ABAP,Specification;Design;Build;Test;Implement;,6.685359589041096,2010
1740,"[-0.02881205  0.04968365 -0.01073077 ... -0.01382404 -0.0123651
 -0.00837893]","A Construction industry project was developed by a Telecommunications organization. The project falls under the 'Business Application' category, specifically as a 'Transaction Processing' application. It was an New Development project, developed on a PC platform using Oracle as the primary programming language.

The functional size of the project was 1228.0 function points, with an adjusted function size of 1228.0 function points. The normalized work effort for the project was 4853.0 person-hours.

The scope of activities included Design, Build, Test, Scrum Master (No Requirements and No Implementation). The maximum team size reached 2 members. The project followed the Agile Development methodology, utilizing development techniques such as Business Area Modelling, Prototyping, Data Modelling, Object Oriented.

The project was completed in 36 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,1228.0,Business Application,Transaction Processing;,Agile Development;,PC,Business Area Modelling;Prototyping;Data Modelling;Object Oriented;,New Development,33.08888888888889,45.48888888888889,1228.0,18916,Construction,75.64444444444445,5.933333333333334,2.1,4853.0,Telecommunications;,65.4,Oracle,"Design, Build, Test, Scrum Master (No Requirements and No Implementation);",36.0,2022
3113,"[-0.02754146  0.04876577 -0.0113057  ... -0.02197635 -0.00396702
 -0.00506793]","A Communication industry project was developed by a Telecommunications organization. The project falls under the 'Business Application' category, specifically as a 'Customer relationship management' application. It was an Enhancement project, developed on a Multi platform using Visual Basic as the primary programming language.

The functional size of the project was 110.0 function points, with an adjusted function size of 110.0 function points. The normalized work effort for the project was 1885.0 person-hours.

The scope of activities included Design, Build, Test, Implement. The maximum team size reached 14 members. The project followed the Waterfall (incl Linear Processing & SSADM) methodology, utilizing development techniques such as Business Area Modelling, Data Modelling, Object Oriented, Prototyping.

The project was completed in 1 sprint(s). It involved 76 inputs, 65 outputs, 33 enquiries, 45 files, and 6 interfaces. A total of 175 new elements were added to the system.",174.87745098039215,110.0,Business Application,Customer relationship management;,Waterfall (incl Linear Processing & SSADM);,Multi,Business Area Modelling;Data Modelling;Object Oriented;Prototyping;,Enhancement,33.08888888888889,45.48888888888889,110.0,25521,Communication,75.64444444444445,5.933333333333334,13.957282568122436,1885.0,Telecommunications;,65.4,Visual Basic,Design;Build;Test;Implement;,1.0,2013
